"","lon","lat","address"
"175",127.065729,37.5694402,"dapsimni-ro 64-gil, jangan-dong, dongdaemun-gu, seoul, south korea"
"176",127.0678859,37.5689446,"dapsimni-ro 68-gil, jangan-dong, dongdaemun-gu, seoul, south korea"
"177",127.0740178,37.5756875,"dapsimni-ro 69-gil, jangan 2(i)-dong, dongdaemun-gu, seoul, south korea"
"178",127.0726329,37.5687959,"dapsimni-ro 72-gil, jangan-dong, dongdaemun-gu, seoul, south korea"
"179",127.0610712,37.5877933,"mangu-ro 18ga-gil, hwigyeong 2(i)-dong, dongdaemun-gu, seoul, south korea"
"180",127.0626289,37.5882421,"mangu-ro 18-gil, hwigyeong 2(i)-dong, dongdaemun-gu, seoul, south korea"
"181",127.0592473,37.5896388,"mangu-ro 21-gil, hwigyeong 1(il)-dong, dongdaemun-gu, seoul, south korea"
"182",127.0317835,37.5707587,"muhak-ro 16-gil, yongdu-dong, dongdaemun-gu, seoul, south korea"
"183",127.0277012,37.5800485,"muhak-ro 45-gil, yongdu-dong, dongdaemun-gu, seoul, south korea"
"184",127.0587175,37.579611,"sagajeong-ro 13-gil, jeonnong 2(i)-dong, dongdaemun-gu, seoul, south korea"
"185",127.0719208,37.5801334,"sagajeong-ro 23ga-gil, jangan 2(i)-dong, dongdaemun-gu, seoul, south korea"
"186",127.0535421,37.568972,"sagajeong-ro 2-gil, dapsimni 1(il)-dong, dongdaemun-gu, seoul, south korea"
"187",127.0537941,37.5788421,"seoulsiripdae-ro 16-gil, jeonnong 1(il)-dong, dongdaemun-gu, seoul, south korea"
"188",127.0546755,37.5856394,"seoulsiripdae-ro 29-gil, dongdaemun-gu, seoul, south korea"
"189",127.0494268,37.5737465,"seoulsiripdae-ro 4-gil, dongdaemun-gu, seoul, south korea"
"190",127.0426382,37.5852293,"yangnyeongsi-ro 17-gil, dongdaemun-gu, seoul, south korea"
"191",127.0410056,37.5769233,"wangsan-ro 32-gil, yongdu-dong, dongdaemun-gu, seoul, south korea"
"192",127.0416586,37.5810391,"wangsan-ro 33-gil, jegi-dong, dongdaemun-gu, seoul, south korea"
"193",127.0477201,37.5845913,"wangsan-ro 43-gil, cheongnyangri-dong, dongdaemun-gu, seoul, south korea"
"194",127.0649079,37.6007119,"imun-ro 42-gil, imun-dong, dongdaemun-gu, seoul, south korea"
"195",127.0710929,37.565524,"janghan-ro 14-gil, jangan-dong, dongdaemun-gu, seoul, south korea"
"196",127.0697823,37.5718916,"janghan-ro 25-gil, jangan-dong, dongdaemun-gu, seoul, south korea"
"197",127.0701904,37.5683924,"janghan-ro 26ga-gil, jangan-dong, dongdaemun-gu, seoul, south korea"
"198",127.0736459,37.5715373,"janghan-ro 26-gil, jangan-dong, dongdaemun-gu, seoul, south korea"
"199",127.0710694,37.5746492,"janghan-ro 27ga-gil, jangan 2(i)-dong, dongdaemun-gu, seoul, south korea"
"200",127.0698574,37.5730939,"janghan-ro 27-gil, jangan 2(i)-dong, dongdaemun-gu, seoul, south korea"
"201",127.0638107,37.5651616,"janghan-ro 5-gil, jangan-dong, dongdaemun-gu, seoul, south korea"
"202",127.0698078,37.5632898,"janghan-ro 8-gil, jangan-dong, dongdaemun-gu, seoul, south korea"
"203",127.0563604,37.5676076,"29 jeonnong-ro, dapsimni 1(il)-dong, dongdaemun-gu, seoul, south korea"
"204",127.0563532,37.5692225,"jeonnong-ro 3-gil, dapsimni 1(il)-dong, dongdaemun-gu, seoul, south korea"
"205",127.0589609,37.5667457,"jeonnong-ro 4-gil, dapsimni-dong, dongdaemun-gu, seoul, south korea"
"206",127.0353432,37.5866406,"21 jegi-ro, jegi-dong, dongdaemun-gu, seoul, south korea"
"207",127.0335668,37.5865369,"5 jegi-ro, jegi-dong, dongdaemun-gu, seoul, south korea"
"208",127.0556887,37.5985302,"cheonjangsan-ro 7-gil, imun 1(il)-dong, dongdaemun-gu, seoul, south korea"
"209",127.024587,37.5746441,"12 cheonho-daero, sinseol-dong, dongdaemun-gu, seoul, south korea"
"210",127.0322796,37.575782,"cheonho-daero 17-gil, yongdu-dong, dongdaemun-gu, seoul, south korea"
"211",127.0437626,37.5754908,"cheonho-daero 45-gil, yongdu-dong, dongdaemun-gu, seoul, south korea"
"212",127.0630928,37.5652849,"cheonho-daero 77-gil, jangan-dong, dongdaemun-gu, seoul, south korea"
"213",127.0712923,37.56302,"cheonho-daero 97-gil, jangan-dong, dongdaemun-gu, seoul, south korea"
"214",127.0643159,37.5670783,"hancheon-ro 14-gil, jangan-dong, dongdaemun-gu, seoul, south korea"
"215",127.0671612,37.5770896,"hancheon-ro 33-gil, dongdaemun-gu, seoul, south korea"
"216",127.0688867,37.5777809,"hancheon-ro 40-gil, jangan 2(i)-dong, dongdaemun-gu, seoul, south korea"
"217",127.0720707,37.5814669,"hancheon-ro 46-gil, dongdaemun-gu, seoul, south korea"
"218",127.0632929,37.5934519,"hwigyeong-ro 14-gil, hwigyeong 1(il)-dong, dongdaemun-gu, seoul, south korea"
"219",127.0657018,37.5956229,"hwigyeong-ro 23-gil, dongdaemun-gu, seoul, south korea"
"220",127.0605123,37.5949699,"hwigyeong-ro 2-gil, imun 1(il)-dong, dongdaemun-gu, seoul, south korea"
"221",127.0635893,37.5976562,"hwigyeong-ro 3-gil, imun 1(il)-dong, dongdaemun-gu, seoul, south korea"
"222",127.0858042,37.5901794,"gyeomjae-ro 29-gil, myeonmok-dong, jungnang-gu, seoul, south korea"
"223",127.085775,37.5863872,"gyeomjae-ro 36-gil, myeonmok-dong, jungnang-gu, seoul, south korea"
"224",127.0917649,37.5862098,"gyeomjae-ro 54-gil, myeonmok-dong, jungnang-gu, seoul, south korea"
"225",127.0819442,37.6172518,"gongneung-ro 12ga-gil, muk-dong, jungnang-gu, seoul, south korea"
"226",127.0779894,37.6109923,"2 gongneung-ro, muk-dong, jungnang-gu, seoul, south korea"
"227",127.0809232,37.5743705,"dapsimni-ro 75-gil, myeonmok 4(sa)-dong, jungnang-gu, seoul, south korea"
"228",127.0818787,37.5893955,"dongil-ro 100-gil, myeonmok-dong, jungnang-gu, seoul, south korea"
"229",127.0761715,37.5886325,"dongil-ro 101-gil, myeonmok-dong, jungnang-gu, seoul, south korea"
"230",127.0834431,37.5933134,"dongil-ro 112-gil, sangbong 2(i)-dong, jungnang-gu, seoul, south korea"
"231",127.0765266,37.5985415,"dongil-ro 123-gil, junghwa-dong, jungnang-gu, seoul, south korea"
"232",127.0825927,37.6001935,"dongil-ro 130-gil, junghwa 1(il)-dong, jungnang-gu, seoul, south korea"
"233",127.0781412,37.6042345,"dongil-ro 139ga-gil, junghwa-dong, jungnang-gu, seoul, south korea"
"234",127.0768776,37.6030811,"dongil-ro 139-gil, junghwa-dong, jungnang-gu, seoul, south korea"
"235",127.0811019,37.6049285,"dongil-ro 140-gil, junghwa 1(il)-dong, jungnang-gu, seoul, south korea"
"236",127.0752812,37.6063533,"dongil-ro 149-gil, muk-dong, jungnang-gu, seoul, south korea"
"237",127.0761756,37.6097359,"dongil-ro 157-gil, muk-dong, jungnang-gu, seoul, south korea"
"238",127.0760553,37.6118501,"dongil-ro 163-gil, muk-dong, jungnang-gu, seoul, south korea"
"239",127.1010552,37.5968837,"mangu-ro 68-gil, mangu-dong, jungnang-gu, seoul, south korea"
"240",127.1037918,37.6031299,"mangu-ro 73-gil, mangu-dong, jungnang-gu, seoul, south korea"
"241",127.0820424,37.5724004,"myeonmok-ro 21(isibil)-gil, myeonmok 4(sa)-dong, jungnang-gu, seoul, south korea"
"242",127.0834822,37.576531,"myeonmok-ro 33(samsipsam)-gil, myeonmok-dong, jungnang-gu, seoul, south korea"
"243",127.0866742,37.5819343,"myeonmok-ro 45(sasibo)-gil, myeonmok-dong, jungnang-gu, seoul, south korea"
"244",127.0905835,37.5820858,"myeonmok-ro 48(sasippal)-gil, myeonmok-dong, jungnang-gu, seoul, south korea"
"245",127.0857564,37.5829114,"myeonmok-ro 49(sasipgu)-gil, myeonmok-dong, jungnang-gu, seoul, south korea"
"246",127.0858032,37.5843138,"myeonmok-ro 55(osibo)-gil, myeonmok-dong, jungnang-gu, seoul, south korea"
"247",127.0910175,37.5838074,"myeonmok-ro 56(osibyuk)-gil, myeonmok-dong, jungnang-gu, seoul, south korea"
"248",127.0903523,37.5907755,"myeonmok-ro 78(chilsippal)-gil, myeonmok-dong, jungnang-gu, seoul, south korea"
"249",127.088409,37.5942987,"bongujae-ro 33-gil, sangbong 2(i)-dong, jungnang-gu, seoul, south korea"
"250",127.0852079,37.5992809,"bonghwasan-ro 30-gil, jungnang-gu, seoul, south korea"
"251",127.07529,37.5994082,"bonghwasan-ro 4-gil, junghwa-dong, jungnang-gu, seoul, south korea"
"252",127.0979026,37.6043989,"bonghwasan-ro 56-gil, sinnae-dong, jungnang-gu, seoul, south korea"
"253",127.0824743,37.5787398,"sagajeong-ro 42-gil, myeonmok-dong, jungnang-gu, seoul, south korea"
